sales,date,region
4285.71,2021-10-17,south
4085.9100000000003,2021-10-17,east
4255.74,2021-10-17,west
1072.5,2021-10-17,north
1000.0,2021-10-17,south
1182.5,2021-10-17,east
1245.0,2021-10-17,west
1362.0,2021-10-17,north
1329.0,2021-10-17,south
1251.0,2021-10-17,east
1254.0,2021-10-17,west
581.25,2021-10-17,north
541.25,2021-10-17,south
581.25,2021-10-17,east
608.75,2021-10-17,west
2445.1,2021-10-17,north
2225.54,2021-10-17,south
2210.57,2021-10-17,east
2425.1400000000003,2021-10-17,west
895.5,2021-10-17,north
925.35,2021-10-17,south
825.85,2021-10-17,east
991.02,2021-10-17,west
2230.0,2021-10-18,north
2310.0,2021-10-18,south
2005.0,2021-10-18,east
2025.0,2021-10-18,west
4315.68,2021-10-18,north
4375.62,2021-10-18,south
4505.49,2021-10-18,east
4495.5,2021-10-18,west
1120.0,2021-10-18,north
1107.5,2021-10-18,south
1042.5,2021-10-18,east
1092.5,2021-10-18,west
1335.0,2021-10-18,north
1317.0,2021-10-18,south
1335.0,2021-10-18,east
1284.0,2021-10-18,west
562.5,2021-10-18,north
565.0,2021-10-18,south
537.5,2021-10-18,east
576.25,2021-10-18,west
2370.25,2021-10-18,north
2090.81,2021-10-18,south
2070.85,2021-10-18,east
2235.52,2021-10-18,west
855.7,2021-10-18,north
885.55,2021-10-18,south
919.38,2021-10-18,east
867.64,2021-10-18,west
2085.0,2021-10-19,north
2275.0,2021-10-19,south
2220.0,2021-10-19,east
2395.0,2021-10-19,west
4645.35,2021-10-19,north
4665.33,2021-10-19,south
4925.07,2021-10-19,east
4855.14,2021-10-19,west
1105.0,2021-10-19,north
1100.0,2021-10-19,south
1195.0,2021-10-19,east
1230.0,2021-10-19,west
1314.0,2021-10-19,north
1461.0,2021-10-19,south
1284.0,2021-10-19,east
1395.0,2021-10-19,west
536.25,2021-10-19,north
601.25,2021-10-19,south
602.5,2021-10-19,east
546.25,2021-10-19,west
2150.69,2021-10-19,north
2080.83,2021-10-19,south
2485.02,2021-10-19,east
2430.13,2021-10-19,west
861.67,2021-10-19,north
937.29,2021-10-19,south
821.87,2021-10-19,east
863.66,2021-10-19,west
2070.0,2021-10-20,north
2210.0,2021-10-20,south
2290.0,2021-10-20,east
2380.0,2021-10-20,west
4365.63,2021-10-20,north
4635.36,2021-10-20,south
4605.39,2021-10-20,east
4275.72,2021-10-20,west
1105.0,2021-10-20,north
1100.0,2021-10-20,south
1030.0,2021-10-20,east
1005.0,2021-10-20,west
1485.0,2021-10-20,north
1488.0,2021-10-20,south
1323.0,2021-10-20,east
1248.0,2021-10-20,west
598.75,2021-10-20,north
592.5,2021-10-20,south
613.75,2021-10-20,east
513.75,2021-10-20,west
2315.36,2021-10-20,north
2000.99,2021-10-20,south
2375.2400000000002,2021-10-20,east
2460.07,2021-10-20,west
796.0,2021-10-20,north
861.67,2021-10-20,south
879.58,2021-10-20,east
991.02,2021-10-20,west
2475.0,2021-10-21,north
2175.0,2021-10-21,south
2015.0,2021-10-21,east
2115.0,2021-10-21,west
4295.7,2021-10-21,north
4095.9,2021-10-21,south
4175.82,2021-10-21,east
4955.04,2021-10-21,west
1247.5,2021-10-21,north
1090.0,2021-10-21,south
1152.5,2021-10-21,east
1125.0,2021-10-21,west
1377.0,2021-10-21,north
1239.0,2021-10-21,south
1428.0,2021-10-21,east
1266.0,2021-10-21,west
550.0,2021-10-21,north
521.25,2021-10-21,south
511.25,2021-10-21,east
608.75,2021-10-21,west
2200.59,2021-10-21,north
2190.61,2021-10-21,south
2275.44,2021-10-21,east
2230.53,2021-10-21,west
829.83,2021-10-21,north
945.25,2021-10-21,south
827.84,2021-10-21,east
897.49,2021-10-21,west
2030.0,2021-10-22,north
2400.0,2021-10-22,south
2180.0,2021-10-22,east
2345.0,2021-10-22,west
4935.06,2021-10-22,north
4025.9700000000003,2021-10-22,south
4355.64,2021-10-22,east
4875.12,2021-10-22,west
1102.5,2021-10-22,north
1077.5,2021-10-22,south
1070.0,2021-10-22,east
1190.0,2021-10-22,west
1203.0,2021-10-22,north
1251.0,2021-10-22,south
1419.0,2021-10-22,east
1224.0,2021-10-22,west
625.0,2021-10-22,north
622.5,2021-10-22,south
547.5,2021-10-22,east
620.0,2021-10-22,west
2055.88,2021-10-22,north
2170.65,2021-10-22,south
2230.53,2021-10-22,east
2040.91,2021-10-22,west
865.65,2021-10-22,north
907.4399999999999,2021-10-22,south
857.6899999999999,2021-10-22,east
893.51,2021-10-22,west
2485.0,2021-10-23,north
2225.0,2021-10-23,south
2095.0,2021-10-23,east
2350.0,2021-10-23,west
4365.63,2021-10-23,north
4055.94,2021-10-23,south
4905.09,2021-10-23,east
4865.13,2021-10-23,west
1012.5,2021-10-23,north
1095.0,2021-10-23,south
1212.5,2021-10-23,east
1067.5,2021-10-23,west
1284.0,2021-10-23,north
1257.0,2021-10-23,south
1269.0,2021-10-23,east
1470.0,2021-10-23,west
583.75,2021-10-23,north
593.75,2021-10-23,south
616.25,2021-10-23,east
532.5,2021-10-23,west
2470.05,2021-10-23,north
2345.3,2021-10-23,south
2130.73,2021-10-23,east
2485.02,2021-10-23,west
799.98,2021-10-23,north
817.89,2021-10-23,south
985.05,2021-10-23,east
815.9,2021-10-23,west
2315.0,2021-10-24,north
2155.0,2021-10-24,south
2305.0,2021-10-24,east
2250.0,2021-10-24,west
4165.83,2021-10-24,north
4015.98,2021-10-24,south
4275.72,2021-10-24,east
4825.17,2021-10-24,west
1010.0,2021-10-24,north
1100.0,2021-10-24,south
1192.5,2021-10-24,east
1047.5,2021-10-24,west
1479.0,2021-10-24,north
1437.0,2021-10-24,south
1479.0,2021-10-24,east
1476.0,2021-10-24,west
588.75,2021-10-24,north
532.5,2021-10-24,south
511.25,2021-10-24,east
526.25,2021-10-24,west
2245.5,2021-10-24,north
2235.52,2021-10-24,south
2010.97,2021-10-24,east
2235.52,2021-10-24,west
927.34,2021-10-24,north
943.26,2021-10-24,south
943.26,2021-10-24,east
953.21,2021-10-24,west
2470.0,2021-10-25,north
2135.0,2021-10-25,south
2255.0,2021-10-25,east
2270.0,2021-10-25,west
4635.36,2021-10-25,north
4575.42,2021-10-25,south
4805.1900000000005,2021-10-25,east
4495.5,2021-10-25,west
1245.0,2021-10-25,north
1217.5,2021-10-25,south
1145.0,2021-10-25,east
1135.0,2021-10-25,west
1302.0,2021-10-25,north
1317.0,2021-10-25,south
1374.0,2021-10-25,east
1275.0,2021-10-25,west
527.5,2021-10-25,north
562.5,2021-10-25,south
620.0,2021-10-25,east
515.0,2021-10-25,west
2475.04,2021-10-25,north
2170.65,2021-10-25,south
2135.7200000000003,2021-10-25,east
2395.2000000000003,2021-10-25,west
803.96,2021-10-25,north
893.51,2021-10-25,south
799.98,2021-10-25,east
937.29,2021-10-25,west
2410.0,2021-10-26,north
2490.0,2021-10-26,south
2250.0,2021-10-26,east
2220.0,2021-10-26,west
4285.71,2021-10-26,north
4475.52,2021-10-26,south
4545.45,2021-10-26,east
4165.83,2021-10-26,west
1202.5,2021-10-26,north
1247.5,2021-10-26,south
1220.0,2021-10-26,east
1172.5,2021-10-26,west
1296.0,2021-10-26,north
1407.0,2021-10-26,south
1209.0,2021-10-26,east
1227.0,2021-10-26,west
512.5,2021-10-26,north
558.75,2021-10-26,south
556.25,2021-10-26,east
590.0,2021-10-26,west
2485.02,2021-10-26,north
2355.28,2021-10-26,south
2280.4300000000003,2021-10-26,east
2495.0,2021-10-26,west
837.79,2021-10-26,north
923.36,2021-10-26,south
817.89,2021-10-26,east
901.47,2021-10-26,west
2145.0,2021-10-27,north
2145.0,2021-10-27,south
2450.0,2021-10-27,east
2090.0,2021-10-27,west
4255.74,2021-10-27,north
4045.9500000000003,2021-10-27,south
4355.64,2021-10-27,east
4075.92,2021-10-27,west
1182.5,2021-10-27,north
1122.5,2021-10-27,south
1112.5,2021-10-27,east
1227.5,2021-10-27,west
1257.0,2021-10-27,north
1323.0,2021-10-27,south
1449.0,2021-10-27,east
1377.0,2021-10-27,west
558.75,2021-10-27,north
601.25,2021-10-27,south
528.75,2021-10-27,east
518.75,2021-10-27,west
2080.83,2021-10-27,north
2470.05,2021-10-27,south
2140.71,2021-10-27,east
2040.91,2021-10-27,west
865.65,2021-10-27,north
911.42,2021-10-27,south
869.63,2021-10-27,east
859.68,2021-10-27,west
2165.0,2021-10-28,north
2355.0,2021-10-28,south
2315.0,2021-10-28,east
2300.0,2021-10-28,west
4795.2,2021-10-28,north
4595.400000000001,2021-10-28,south
4355.64,2021-10-28,east
4875.12,2021-10-28,west
1130.0,2021-10-28,north
1007.5,2021-10-28,south
1085.0,2021-10-28,east
1175.0,2021-10-28,west
1389.0,2021-10-28,north
1215.0,2021-10-28,south
1482.0,2021-10-28,east
1275.0,2021-10-28,west
610.0,2021-10-28,north
541.25,2021-10-28,south
581.25,2021-10-28,east
597.5,2021-10-28,west
2305.38,2021-10-28,north
2365.26,2021-10-28,south
2445.1,2021-10-28,east
2175.64,2021-10-28,west
987.04,2021-10-28,north
897.49,2021-10-28,south
931.32,2021-10-28,east
933.31,2021-10-28,west
2225.0,2021-10-29,north
2175.0,2021-10-29,south
2435.0,2021-10-29,east
2035.0,2021-10-29,west
4105.89,2021-10-29,north
4145.85,2021-10-29,south
4775.22,2021-10-29,east
4505.49,2021-10-29,west
1110.0,2021-10-29,north
1140.0,2021-10-29,south
1155.0,2021-10-29,east
1220.0,2021-10-29,west
1272.0,2021-10-29,north
1413.0,2021-10-29,south
1473.0,2021-10-29,east
1323.0,2021-10-29,west
520.0,2021-10-29,north
512.5,2021-10-29,south
557.5,2021-10-29,east
617.5,2021-10-29,west
2405.1800000000003,2021-10-29,north
2185.62,2021-10-29,south
2405.1800000000003,2021-10-29,east
2365.26,2021-10-29,west
915.4,2021-10-29,north
857.6899999999999,2021-10-29,south
873.61,2021-10-29,east
955.2,2021-10-29,west
2430.0,2021-10-30,north
2180.0,2021-10-30,south
2060.0,2021-10-30,east
2470.0,2021-10-30,west
4845.150000000001,2021-10-30,north
4645.35,2021-10-30,south
4555.4400000000005,2021-10-30,east
4015.98,2021-10-30,west
1065.0,2021-10-30,north
1157.5,2021-10-30,south
1062.5,2021-10-30,east
1112.5,2021-10-30,west
1302.0,2021-10-30,north
1311.0,2021-10-30,south
1458.0,2021-10-30,east
1395.0,2021-10-30,west
592.5,2021-10-30,north
612.5,2021-10-30,south
591.25,2021-10-30,east
586.25,2021-10-30,west
2495.0,2021-10-30,north
2490.01,2021-10-30,south
2330.33,2021-10-30,east
2285.42,2021-10-30,west
873.61,2021-10-30,north
945.25,2021-10-30,south
953.21,2021-10-30,east
993.01,2021-10-30,west
2400.0,2021-10-31,north
2220.0,2021-10-31,south
2395.0,2021-10-31,east
2120.0,2021-10-31,west
4565.43,2021-10-31,north
4195.8,2021-10-31,south
4775.22,2021-10-31,east
4725.27,2021-10-31,west
1087.5,2021-10-31,north
1222.5,2021-10-31,south
1030.0,2021-10-31,east
1062.5,2021-10-31,west
1428.0,2021-10-31,north
1251.0,2021-10-31,south
1302.0,2021-10-31,east
1410.0,2021-10-31,west
567.5,2021-10-31,north
537.5,2021-10-31,south
563.75,2021-10-31,east
580.0,2021-10-31,west
2240.51,2021-10-31,north
2430.13,2021-10-31,south
2160.67,2021-10-31,east
2205.58,2021-10-31,west
919.38,2021-10-31,north
815.9,2021-10-31,south
887.54,2021-10-31,east
929.33,2021-10-31,west
2080.0,2021-11-01,north
2445.0,2021-11-01,south
2415.0,2021-11-01,east
2355.0,2021-11-01,west
4275.72,2021-11-01,north
4835.16,2021-11-01,south
4655.34,2021-11-01,east
4515.4800000000005,2021-11-01,west
1185.0,2021-11-01,north
1135.0,2021-11-01,south
1190.0,2021-11-01,east
1120.0,2021-11-01,west
1323.0,2021-11-01,north
1239.0,2021-11-01,south
1365.0,2021-11-01,east
1236.0,2021-11-01,west
578.75,2021-11-01,north
546.25,2021-11-01,south
541.25,2021-11-01,east
547.5,2021-11-01,west
2425.1400000000003,2021-11-01,north
2100.79,2021-11-01,south
2495.0,2021-11-01,east
2280.4300000000003,2021-11-01,west
919.38,2021-11-01,north
887.54,2021-11-01,south
805.95,2021-11-01,east
947.24,2021-11-01,west
2405.0,2021-11-02,north
2120.0,2021-11-02,south
2195.0,2021-11-02,east
2025.0,2021-11-02,west
4275.72,2021-11-02,north
4235.76,2021-11-02,south
4065.9300000000003,2021-11-02,east
4555.4400000000005,2021-11-02,west
1135.0,2021-11-02,north
1135.0,2021-11-02,south
1170.0,2021-11-02,east
1220.0,2021-11-02,west
1344.0,2021-11-02,north
1392.0,2021-11-02,south
1461.0,2021-11-02,east
1398.0,2021-11-02,west
506.25,2021-11-02,north
562.5,2021-11-02,south
521.25,2021-11-02,east
563.75,2021-11-02,west
2210.57,2021-11-02,north
2040.91,2021-11-02,south
2110.77,2021-11-02,east
2475.04,2021-11-02,west
957.1899999999999,2021-11-02,north
827.84,2021-11-02,south
969.13,2021-11-02,east
931.32,2021-11-02,west
2305.0,2021-11-03,north
2035.0,2021-11-03,south
2085.0,2021-11-03,east
2285.0,2021-11-03,west
4235.76,2021-11-03,north
4755.24,2021-11-03,south
4625.37,2021-11-03,east
4135.86,2021-11-03,west
1012.5,2021-11-03,north
1125.0,2021-11-03,south
1175.0,2021-11-03,east
1195.0,2021-11-03,west
1467.0,2021-11-03,north
1251.0,2021-11-03,south
1296.0,2021-11-03,east
1299.0,2021-11-03,west
611.25,2021-11-03,north
528.75,2021-11-03,south
510.0,2021-11-03,east
537.5,2021-11-03,west
2195.6,2021-11-03,north
2320.35,2021-11-03,south
2180.63,2021-11-03,east
2200.59,2021-11-03,west
885.55,2021-11-03,north
853.71,2021-11-03,south
959.18,2021-11-03,east
917.39,2021-11-03,west
2205.0,2021-11-04,north
2155.0,2021-11-04,south
2105.0,2021-11-04,east
2085.0,2021-11-04,west
4435.56,2021-11-04,north
4785.21,2021-11-04,south
4175.82,2021-11-04,east
4395.6,2021-11-04,west
1177.5,2021-11-04,north
1132.5,2021-11-04,south
1125.0,2021-11-04,east
1247.5,2021-11-04,west
1494.0,2021-11-04,north
1410.0,2021-11-04,south
1419.0,2021-11-04,east
1272.0,2021-11-04,west
510.0,2021-11-04,north
500.0,2021-11-04,south
553.75,2021-11-04,east
522.5,2021-11-04,west
2435.12,2021-11-04,north
2470.05,2021-11-04,south
2345.3,2021-11-04,east
2270.4500000000003,2021-11-04,west
941.27,2021-11-04,north
993.01,2021-11-04,south
893.51,2021-11-04,east
923.36,2021-11-04,west
2475.0,2021-11-05,north
2425.0,2021-11-05,south
2330.0,2021-11-05,east
2205.0,2021-11-05,west
4525.47,2021-11-05,north
4295.7,2021-11-05,south
4525.47,2021-11-05,east
4305.6900000000005,2021-11-05,west
1012.5,2021-11-05,north
1030.0,2021-11-05,south
1120.0,2021-11-05,east
1065.0,2021-11-05,west
1263.0,2021-11-05,north
1263.0,2021-11-05,south
1302.0,2021-11-05,east
1242.0,2021-11-05,west
565.0,2021-11-05,north
578.75,2021-11-05,south
622.5,2021-11-05,east
528.75,2021-11-05,west
2320.35,2021-11-05,north
2410.17,2021-11-05,south
2470.05,2021-11-05,east
2250.4900000000002,2021-11-05,west
981.07,2021-11-05,north
907.4399999999999,2021-11-05,south
951.22,2021-11-05,east
901.47,2021-11-05,west
2235.0,2021-11-06,north
2050.0,2021-11-06,south
2455.0,2021-11-06,east
2065.0,2021-11-06,west
4515.4800000000005,2021-11-06,north
4945.05,2021-11-06,south
4345.650000000001,2021-11-06,east
4225.77,2021-11-06,west
1140.0,2021-11-06,north
1057.5,2021-11-06,south
1185.0,2021-11-06,east
1012.5,2021-11-06,west
1404.0,2021-11-06,north
1401.0,2021-11-06,south
1263.0,2021-11-06,east
1326.0,2021-11-06,west
503.75,2021-11-06,north
512.5,2021-11-06,south
507.5,2021-11-06,east
608.75,2021-11-06,west
2065.86,2021-11-06,north
2165.6600000000003,2021-11-06,south
2365.26,2021-11-06,east
2470.05,2021-11-06,west
935.3,2021-11-06,north
957.1899999999999,2021-11-06,south
909.43,2021-11-06,east
993.01,2021-11-06,west
2210.0,2021-11-07,north
2065.0,2021-11-07,south
2215.0,2021-11-07,east
2275.0,2021-11-07,west
4305.6900000000005,2021-11-07,north
4225.77,2021-11-07,south
4445.55,2021-11-07,east
4035.96,2021-11-07,west
1107.5,2021-11-07,north
1125.0,2021-11-07,south
1160.0,2021-11-07,east
1212.5,2021-11-07,west
1491.0,2021-11-07,north
1338.0,2021-11-07,south
1368.0,2021-11-07,east
1305.0,2021-11-07,west
577.5,2021-11-07,north
502.5,2021-11-07,south
577.5,2021-11-07,east
623.75,2021-11-07,west
2245.5,2021-11-07,north
2050.89,2021-11-07,south
2150.69,2021-11-07,east
1996.0,2021-11-07,west
839.78,2021-11-07,north
821.87,2021-11-07,south
963.16,2021-11-07,east
921.37,2021-11-07,west
2005.0,2021-11-08,north
2120.0,2021-11-08,south
2140.0,2021-11-08,east
2260.0,2021-11-08,west
4665.33,2021-11-08,north
4165.83,2021-11-08,south
4455.54,2021-11-08,east
4085.9100000000003,2021-11-08,west
1137.5,2021-11-08,north
1225.0,2021-11-08,south
1205.0,2021-11-08,east
1140.0,2021-11-08,west
1431.0,2021-11-08,north
1341.0,2021-11-08,south
1215.0,2021-11-08,east
1263.0,2021-11-08,west
598.75,2021-11-08,north
522.5,2021-11-08,south
585.0,2021-11-08,east
512.5,2021-11-08,west
2020.95,2021-11-08,north
2220.55,2021-11-08,south
2240.51,2021-11-08,east
2270.4500000000003,2021-11-08,west
915.4,2021-11-08,north
833.81,2021-11-08,south
905.45,2021-11-08,east
859.68,2021-11-08,west
2165.0,2021-11-09,north
2000.0,2021-11-09,south
2435.0,2021-11-09,east
2250.0,2021-11-09,west
4365.63,2021-11-09,north
4845.150000000001,2021-11-09,south
4315.68,2021-11-09,east
4625.37,2021-11-09,west
1047.5,2021-11-09,north
1105.0,2021-11-09,south
1235.0,2021-11-09,east
1002.5,2021-11-09,west
1266.0,2021-11-09,north
1344.0,2021-11-09,south
1236.0,2021-11-09,east
1314.0,2021-11-09,west
615.0,2021-11-09,north
591.25,2021-11-09,south
516.25,2021-11-09,east
550.0,2021-11-09,west
2240.51,2021-11-09,north
2390.21,2021-11-09,south
2290.4100000000003,2021-11-09,east
2445.1,2021-11-09,west
875.6,2021-11-09,north
941.27,2021-11-09,south
979.08,2021-11-09,east
807.9399999999999,2021-11-09,west
2485.0,2021-11-10,north
2090.0,2021-11-10,south
2025.0,2021-11-10,east
2365.0,2021-11-10,west
4365.63,2021-11-10,north
4735.26,2021-11-10,south
4675.32,2021-11-10,east
4205.79,2021-11-10,west
1155.0,2021-11-10,north
1135.0,2021-11-10,south
1210.0,2021-11-10,east
1085.0,2021-11-10,west
1428.0,2021-11-10,north
1482.0,2021-11-10,south
1389.0,2021-11-10,east
1215.0,2021-11-10,west
568.75,2021-11-10,north
586.25,2021-11-10,south
575.0,2021-11-10,east
508.75,2021-11-10,west
2290.4100000000003,2021-11-10,north
2495.0,2021-11-10,south
2400.19,2021-11-10,east
2040.91,2021-11-10,west
865.65,2021-11-10,north
933.31,2021-11-10,south
935.3,2021-11-10,east
991.02,2021-11-10,west
2150.0,2021-11-11,north
2160.0,2021-11-11,south
2035.0,2021-11-11,east
2445.0,2021-11-11,west
4435.56,2021-11-11,north
4415.58,2021-11-11,south
4725.27,2021-11-11,east
4355.64,2021-11-11,west
1087.5,2021-11-11,north
1137.5,2021-11-11,south
1215.0,2021-11-11,east
1002.5,2021-11-11,west
1407.0,2021-11-11,north
1218.0,2021-11-11,south
1359.0,2021-11-11,east
1494.0,2021-11-11,west
502.5,2021-11-11,north
561.25,2021-11-11,south
522.5,2021-11-11,east
608.75,2021-11-11,west
2335.32,2021-11-11,north
2010.97,2021-11-11,south
2040.91,2021-11-11,east
2280.4300000000003,2021-11-11,west
943.26,2021-11-11,north
901.47,2021-11-11,south
921.37,2021-11-11,east
833.81,2021-11-11,west
2350.0,2021-11-12,north
2130.0,2021-11-12,south
2045.0,2021-11-12,east
2490.0,2021-11-12,west
4085.9100000000003,2021-11-12,north
4775.22,2021-11-12,south
4025.9700000000003,2021-11-12,east
4115.88,2021-11-12,west
1207.5,2021-11-12,north
1155.0,2021-11-12,south
1222.5,2021-11-12,east
1202.5,2021-11-12,west
1239.0,2021-11-12,north
1449.0,2021-11-12,south
1401.0,2021-11-12,east
1233.0,2021-11-12,west
617.5,2021-11-12,north
565.0,2021-11-12,south
603.75,2021-11-12,east
513.75,2021-11-12,west
2200.59,2021-11-12,north
2080.83,2021-11-12,south
2105.78,2021-11-12,east
2365.26,2021-11-12,west
849.73,2021-11-12,north
861.67,2021-11-12,south
907.4399999999999,2021-11-12,east
955.2,2021-11-12,west
2315.0,2021-11-13,north
2210.0,2021-11-13,south
2345.0,2021-11-13,east
2285.0,2021-11-13,west
4825.17,2021-11-13,north
4015.98,2021-11-13,south
4255.74,2021-11-13,east
4075.92,2021-11-13,west
1060.0,2021-11-13,north
1235.0,2021-11-13,south
1152.5,2021-11-13,east
1195.0,2021-11-13,west
1395.0,2021-11-13,north
1203.0,2021-11-13,south
1242.0,2021-11-13,east
1419.0,2021-11-13,west
570.0,2021-11-13,north
578.75,2021-11-13,south
593.75,2021-11-13,east
513.75,2021-11-13,west
2395.2000000000003,2021-11-13,north
2350.29,2021-11-13,south
1996.0,2021-11-13,east
2085.82,2021-11-13,west
823.86,2021-11-13,north
983.06,2021-11-13,south
841.77,2021-11-13,east
807.9399999999999,2021-11-13,west
2225.0,2021-11-14,north
2190.0,2021-11-14,south
2495.0,2021-11-14,east
2485.0,2021-11-14,west
4785.21,2021-11-14,north
4245.75,2021-11-14,south
4265.7300000000005,2021-11-14,east
4045.9500000000003,2021-11-14,west
1117.5,2021-11-14,north
1157.5,2021-11-14,south
1050.0,2021-11-14,east
1170.0,2021-11-14,west
1221.0,2021-11-14,north
1431.0,2021-11-14,south
1254.0,2021-11-14,east
1290.0,2021-11-14,west
540.0,2021-11-14,north
550.0,2021-11-14,south
561.25,2021-11-14,east
513.75,2021-11-14,west
2170.65,2021-11-14,north
2360.27,2021-11-14,south
2340.31,2021-11-14,east
2005.98,2021-11-14,west
881.57,2021-11-14,north
799.98,2021-11-14,south
849.73,2021-11-14,east
921.37,2021-11-14,west
2105.0,2021-11-15,north
2425.0,2021-11-15,south
2155.0,2021-11-15,east
2495.0,2021-11-15,west
4625.37,2021-11-15,north
4095.9,2021-11-15,south
4295.7,2021-11-15,east
4235.76,2021-11-15,west
1067.5,2021-11-15,north
1230.0,2021-11-15,south
1025.0,2021-11-15,east
1060.0,2021-11-15,west
1440.0,2021-11-15,north
1419.0,2021-11-15,south
1377.0,2021-11-15,east
1428.0,2021-11-15,west
551.25,2021-11-15,north
532.5,2021-11-15,south
531.25,2021-11-15,east
511.25,2021-11-15,west
2485.02,2021-11-15,north
2205.58,2021-11-15,south
2055.88,2021-11-15,east
2400.19,2021-11-15,west
867.64,2021-11-15,north
805.95,2021-11-15,south
805.95,2021-11-15,east
835.8,2021-11-15,west
2485.0,2021-11-16,north
2225.0,2021-11-16,south
2315.0,2021-11-16,east
2300.0,2021-11-16,west
4055.94,2021-11-16,north
4265.7300000000005,2021-11-16,south
4185.81,2021-11-16,east
4335.66,2021-11-16,west
1060.0,2021-11-16,north
1202.5,2021-11-16,south
1190.0,2021-11-16,east
1125.0,2021-11-16,west
1344.0,2021-11-16,north
1248.0,2021-11-16,south
1326.0,2021-11-16,east
1422.0,2021-11-16,west
522.5,2021-11-16,north
547.5,2021-11-16,south
501.25,2021-11-16,east
561.25,2021-11-16,west
2220.55,2021-11-16,north
2110.77,2021-11-16,south
2140.71,2021-11-16,east
2275.44,2021-11-16,west
933.31,2021-11-16,north
937.29,2021-11-16,south
875.6,2021-11-16,east
909.43,2021-11-16,west
2165.0,2021-11-17,north
2240.0,2021-11-17,south
2290.0,2021-11-17,east
2025.0,2021-11-17,west
4595.400000000001,2021-11-17,north
4835.16,2021-11-17,south
4145.85,2021-11-17,east
4775.22,2021-11-17,west
1027.5,2021-11-17,north
1000.0,2021-11-17,south
1082.5,2021-11-17,east
1127.5,2021-11-17,west
1338.0,2021-11-17,north
1446.0,2021-11-17,south
1302.0,2021-11-17,east
1230.0,2021-11-17,west
533.75,2021-11-17,north
553.75,2021-11-17,south
555.0,2021-11-17,east
553.75,2021-11-17,west
2045.9,2021-11-17,north
2435.12,2021-11-17,south
2150.69,2021-11-17,east
2405.1800000000003,2021-11-17,west
869.63,2021-11-17,north
979.08,2021-11-17,south
877.59,2021-11-17,east
887.54,2021-11-17,west
2080.0,2021-11-18,north
2325.0,2021-11-18,south
2105.0,2021-11-18,east
2245.0,2021-11-18,west
4305.6900000000005,2021-11-18,north
4795.2,2021-11-18,south
4285.71,2021-11-18,east
4515.4800000000005,2021-11-18,west
1050.0,2021-11-18,north
1155.0,2021-11-18,south
1097.5,2021-11-18,east
1227.5,2021-11-18,west
1311.0,2021-11-18,north
1218.0,2021-11-18,south
1479.0,2021-11-18,east
1428.0,2021-11-18,west
531.25,2021-11-18,north
560.0,2021-11-18,south
610.0,2021-11-18,east
540.0,2021-11-18,west
1996.0,2021-11-18,north
2305.38,2021-11-18,south
2290.4100000000003,2021-11-18,east
2435.12,2021-11-18,west
957.1899999999999,2021-11-18,north
913.41,2021-11-18,south
841.77,2021-11-18,east
973.11,2021-11-18,west
2180.0,2021-11-19,north
2180.0,2021-11-19,south
2345.0,2021-11-19,east
2435.0,2021-11-19,west
4135.86,2021-11-19,north
4985.01,2021-11-19,south
4515.4800000000005,2021-11-19,east
4455.54,2021-11-19,west
1187.5,2021-11-19,north
1137.5,2021-11-19,south
1152.5,2021-11-19,east
1107.5,2021-11-19,west
1266.0,2021-11-19,north
1437.0,2021-11-19,south
1365.0,2021-11-19,east
1257.0,2021-11-19,west
618.75,2021-11-19,north
607.5,2021-11-19,south
512.5,2021-11-19,east
585.0,2021-11-19,west
2245.5,2021-11-19,north
2095.8,2021-11-19,south
2210.57,2021-11-19,east
2045.9,2021-11-19,west
849.73,2021-11-19,north
941.27,2021-11-19,south
975.1,2021-11-19,east
937.29,2021-11-19,west
2490.0,2021-11-20,north
2160.0,2021-11-20,south
2460.0,2021-11-20,east
2040.0,2021-11-20,west
4185.81,2021-11-20,north
4315.68,2021-11-20,south
4525.47,2021-11-20,east
4815.18,2021-11-20,west
1160.0,2021-11-20,north
1247.5,2021-11-20,south
1127.5,2021-11-20,east
1142.5,2021-11-20,west
1296.0,2021-11-20,north
1374.0,2021-11-20,south
1335.0,2021-11-20,east
1269.0,2021-11-20,west
541.25,2021-11-20,north
556.25,2021-11-20,south
527.5,2021-11-20,east
595.0,2021-11-20,west
2225.54,2021-11-20,north
2390.21,2021-11-20,south
2460.07,2021-11-20,east
2445.1,2021-11-20,west
861.67,2021-11-20,north
987.04,2021-11-20,south
855.7,2021-11-20,east
971.12,2021-11-20,west
2010.0,2021-11-21,north
2440.0,2021-11-21,south
2190.0,2021-11-21,east
2365.0,2021-11-21,west
4785.21,2021-11-21,north
4355.64,2021-11-21,south
4845.150000000001,2021-11-21,east
4075.92,2021-11-21,west
1117.5,2021-11-21,north
1192.5,2021-11-21,south
1115.0,2021-11-21,east
1062.5,2021-11-21,west
1446.0,2021-11-21,north
1296.0,2021-11-21,south
1437.0,2021-11-21,east
1479.0,2021-11-21,west
596.25,2021-11-21,north
538.75,2021-11-21,south
593.75,2021-11-21,east
562.5,2021-11-21,west
2135.7200000000003,2021-11-21,north
2365.26,2021-11-21,south
2295.4,2021-11-21,east
2415.1600000000003,2021-11-21,west
979.08,2021-11-21,north
921.37,2021-11-21,south
991.02,2021-11-21,east
953.21,2021-11-21,west
2145.0,2021-11-22,north
